Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-07-31,3550.51,3742.96,3472.83,3535.64,183532511
2013-08-31,3589.61,3754.67,3535.46,3627.05,263395037
2013-09-30,3643.7,3643.7,3267.78,3571.03,305401799
2013-10-31,3558.99,3622.99,3448.42,3453.93,228677043
2013-11-30,3471.81,3672.75,3427.84,3666.08,167617166
2013-12-31,3680.71,3680.71,3206.85,3215.11,146178830
2014-01-31,3266.06,3340.59,2977.62,3002.88,429134023
2014-02-28,3037.54,3364.82,3014.98,3345.31,290684860
2014-03-31,3168.63,3168.63,2951.12,3155.27,353492736
2014-04-30,3160.54,3337.3,3098.54,3301.94,137729735
2014-05-31,3279.38,3326.98,3147.7,3147.7,96916915
2014-06-30,3174.98,3353.98,3173.92,3280.15,90843830
2014-07-31,3243.18,3379.44,3004.19,3004.19,92990446
2014-08-31,2953.64,3207.6,2953.64,3098.24,105271296
2014-09-30,3130.73,3340.46,3130.73,3209.07,102653036
2014-10-31,3200.57,3232.55,3142.16,3210.25,96435694
2014-11-30,3216.65,3402.22,3207.61,3340.98,88089153
2014-12-31,3315.26,3496.28,3213.78,3381.16,110593249
2015-01-31,3363.7,3603.16,3289.3,3603.16,101935996
2015-02-28,3597.6,3772.78,3508.37,3761.11,101912217
2015-03-31,3751.24,4068.96,3640.76,4068.96,157473562
2015-04-30,4084.44,4798.23,4078.03,4733.3,173885857
2015-05-31,4798.44,4971.5,4603.43,4784.63,134685453
2015-06-30,4832.47,5090.4,4719.5,5036.24,148845957
2015-07-31,5018.21,5314.85,4879.21,5134.01,142266016
2015-08-31,5163.04,5636.17,5007.47,5120.92,152961192
2015-09-30,5017.26,5052.67,4644.14,4703.67,137719296
2015-10-31,4711.25,4884.68,4566.42,4647.09,131333585
2015-11-30,4656.93,4764.1,4494.61,4543.18,154452782
2015-12-31,4575.9,4596,4217.53,4468.32,143305272
2016-01-31,4347.11,4365.05,4136.87,4233.61,144657582
2016-02-29,4159.86,4346.8,3917.81,4256.67,124257105
2016-03-31,4261.21,4801.94,4166.71,4797.12,161774952
2016-04-30,4751.2,4757.96,4522.37,4550.55,117384512
2016-05-31,4581.52,4796.09,4363.24,4630.19,137721725
2016-06-30,4643.84,4807.1,4460.52,4696.12,199601050
2016-07-31,4680.55,4705.49,4430.53,4492.53,131196192
2016-08-31,4467.7,4757.14,4440.57,4579.19,115870284
2016-09-30,4544.97,4643.56,4361.49,4500.15,123044648
2016-10-31,4505.89,5160.18,4488.29,5120.37,95273240
2016-11-30,5108.94,5180.37,4726.5,5084.31,121884135
2016-12-31,5111.92,5744.35,5075.23,5668.84,159722098
2017-01-31,5646.52,5880.45,5428.86,5436.53,123122238
2017-02-28,5487.91,6423.34,5447.1,6316.14,146217274
2017-03-31,6363.07,7027.25,6352.08,6561.69,161007275
2017-04-30,6669.52,7782.19,6669.52,7496.41,94762187
2017-05-31,7477.69,7714.92,6847.68,6931.67,122333255
2017-06-30,6996.86,7655.99,6816.57,7128.31,92244784
2017-07-31,7162.81,7511.87,7017.51,7126.08,75232356
2017-08-31,7140.7,7967.68,7044.5,7805.32,90202942
2017-09-30,7799.86,8278.66,7756.67,7996.11,84250838
2017-10-31,8038.36,8690.29,7918.92,8364.71,89261428
2017-11-30,8369.95,8485.85,7277.9,7281.19,92949230
2017-12-31,7348.24,7492.03,6770.09,7140.43,92415201
2018-01-31,7170.63,7683.26,7030.56,7341.31,121316885
2018-02-28,7365.46,7389.1,6406.01,6636.31,99290012
2018-03-31,6670.01,6714.73,5895.1,5946.63,120182945
2018-04-30,5971.2,6544.98,5954.11,6367.5,99285018
2018-05-31,6339.16,6398.85,5817.64,5863,86377514
2018-06-30,5888.43,6470.01,5788.2,6011.42,101087731
2018-07-31,5959.92,6712.5,5869.45,6589.34,88315687
2018-08-31,6606.47,7169.1,6474.4,6991.8,98234902
2018-09-30,7002.13,7502.33,6935.92,7362.82,137983049
2018-10-31,7404.95,7510.53,6412.45,6848.53,120740334
2018-11-30,6946.6,7974.04,6896.01,7892.22,96019699
2018-12-31,8031.81,8219.86,7599.33,7998.16,136250582
2019-01-31,7944.84,8539.44,7716.02,8129.74,127618155
2019-02-28,8137.88,8213.75,7765.81,7845.04,109864684
2019-03-31,7873.13,7895.34,7304.77,7312.79,123885241
2019-04-30,7359.81,7709.45,7210.41,7210.75,107809889
2019-05-31,7233.1,7253.67,6449.32,7167.07,131141446
2019-06-30,7126.24,7181.67,6599.54,6745.59,126924137
2019-07-31,6855.58,7533.14,6638.84,7384.22,172411694
2019-08-31,7351.2,7554.39,6527.26,6816.54,164587049
2019-09-30,6852.44,7393.87,6586.4,7260.24,146021694
2019-10-31,7273.09,7759.49,7103.54,7621.61,109289935
2019-11-30,7704.96,7991.13,6951.98,7010.64,115528732
2019-12-31,7060.43,7060.43,6056.72,6489.03,158605504
2020-01-31,6518.38,6655.01,5649.52,5710.73,153263714
2020-02-29,5704.41,5844.08,4250.66,4544.12,136996369
2020-03-31,4714.78,4803.05,3234.82,4347.45,312500250
2020-04-30,4252.42,5184.74,4214.16,4890.53,217692180
2020-05-31,4827.2,5333.75,4600.52,5190.57,166402794
2020-06-30,5258.26,5645.58,5032.48,5087.79,195429228
2020-07-31,5198.83,5376.5,4664.49,4697.1,183269718
2020-08-31,4708.24,4981.47,4454.69,4454.85,115581608
2020-09-30,4484.74,4509.87,3983.51,4134.41,152311243
2020-10-31,4174.57,4260.47,3360.84,3423.51,128938438
2020-11-30,3442.4,4684.07,3416.54,4531.46,192388860
2020-12-31,4637.38,5279.16,4554.64,4954.47,181432359
2021-01-31,5021.92,5449.13,4854.28,4874.09,257775243
2021-02-28,4905.58,5345.57,4898.57,5047.33,428839553
2021-03-31,5118.84,5845.35,5074.49,5407.72,248144609
2021-04-30,5421.05,5939.77,5420.35,5757.8,202525675
2021-05-31,5781.3,6600.67,5748.38,6545.68,167120745
2021-06-30,6542.32,6684.08,6310.73,6357.84,130354142
2021-07-31,6384.79,6490.13,5928.7,6301.08,130716959
2021-08-31,6350.6,6510.43,6173.76,6456.36,92794959
2021-09-30,6468.71,6902.42,6231.43,6902.42,134928451
2021-10-31,6839.44,7477.11,6796.13,7278.95,166857065
